inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
298972.7809777759,303192.6523043729,0.988411249409629,0.0002514641858748839,0.9884055241436265,0.00019461357496395462,0.1399055000000001,0.00011885893823014576
