inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
5049.134845794887,4895.017774071614,0.9883998097678877,7.910308522059839e-05,0.9883796148201974,2.1124989487211957e-06,0.15947711000634418,4.357332793849559e-05
