inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
4129.118838650757,4455.354662091399,0.9884069713221442,7.86182270785615e-05,0.9884539833647772,6.338735957399723e-05,0.1402131499999999,3.9495223131139244e-05
