inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
2279.4318589864833,2300.4487022242674,0.988860481202448,0.00024266549480399482,0.988801067432632,0.00019251819301609841,0.1593082170102534,0.00013700923500396765
