inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
6756.013458786559,6455.7538152297075,1.0002617455134661,0.001054785206879844,1.000264003859661,3.0083145522629886e-05,0.9135225205351728,0.0007348263386358259
