inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
17625.93740423799,16666.680798334204,1.000104368266847,0.00010713360985168683,0.9999746450032877,6.38018285078037e-05,0.9135806636745771,7.042492455813001e-05
