inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
551547.3719432341,399493.81848093827,0.9996465383662029,0.001060385543284036,0.9997657959333021,3.196804584241832e-05,0.6729329999999988,0.0004867786606517375
