inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
709107.8502963104,583476.430796704,1.0001921283779387,0.00034459862389124503,1.0000103434293883,1.595647156284617e-05,0.9136828673281356,0.00022856066540252534
