x,y,flux_mean,flux_sigma,total_mean,total_sigma
-0.62992,-0.62992,0.0001635136160842782,6.470573449179223e-06,0.0001484000000000003,4.2350177538441975e-06
-0.62992,-0.6047232,0.00016713255255908736,6.624685760610659e-06,0.00015330000000000018,4.150462183460599e-06
-0.62992,-0.5795264,0.00016246351099724724,6.383727195307265e-06,0.00014520000000000044,3.966445851476206e-06
-0.62992,-0.5543296,0.00014698495757876302,5.464428994726852e-06,0.00014820000000000057,4.021558520391439e-06
-0.62992,-0.5291328000000001,0.0001521595413898168,5.279763123993881e-06,0.00015190000000000011,4.041376340149848e-06
-0.62992,-0.503936,0.00015815899087357185,6.281981480368812e-06,0.00014870000000000052,4.058914237180292e-06
-0.62992,-0.47873920000000003,0.00015351197895558421,5.788814301853951e-06,0.0001495000000000003,4.0738613558080895e-06
-0.62992,-0.4535424,0.00015561073124889294,5.749489067084007e-06,0.00014870000000000025,4.19951734678476e-06
-0.62992,-0.4283456,0.0001618449426344547,6.255414643916321e-06,0.0001529,4.1939455384136185e-06
-0.62992,-0.40314880000000003,0.0001551120029615433,5.99220578549055e-06,0.00015020000000000024,4.185388569473296e-06
-0.62992,-0.377952,0.0001581941617151711,5.8187179375554216e-06,0.00015300000000000011,3.919995709993396e-06
-0.62992,-0.3527552,0.00016011022831062427,6.17212921741055e-06,0.00015000000000000047,4.056655821789241e-06
-0.62992,-0.3275584,0.00016110475786186446,5.98913483602508e-06,0.00015160000000000005,3.925920637615222e-06
-0.62992,-0.3023616,0.00016201540523586936,6.043398671301463e-06,0.0001470000000000003,3.842624853634035e-06
-0.62992,-0.2771648,0.00017009229958631737,6.205223138579737e-06,0.0001603000000000002,4.218021064634681e-06
-0.62992,-0.251968,0.00015518884631893443,5.332216367564377e-06,0.0001516000000000003,4.001681328323589e-06
-0.62992,-0.2267712,0.00016240116040041155,6.365988176462149e-06,0.00014800000000000018,3.943545555911807e-06
-0.62992,-0.2015744,0.0001558592344119618,5.669713333091693e-06,0.00015010000000000031,3.974391247195717e-06
-0.62992,-0.17637760000000002,0.0001657219776483,5.991573249570839e-06,0.00015310000000000022,3.927571236249702e-06
-0.62992,-0.1511808,0.00015705421796191474,5.794349842196521e-06,0.00014970000000000036,4.10813665629406e-06
-0.62992,-0.12598399999999998,0.00015510481918253643,5.9163208975979116e-06,0.0001444000000000005,3.924798599169665e-06
-0.62992,-0.10078719999999997,0.00015092165629615342,5.53768746651354e-06,0.00014800000000000037,3.941006410998549e-06
-0.62992,-0.07559039999999995,0.00016366465533482105,5.917051884628629e-06,0.0001517000000000002,3.948759641039561e-06
-0.62992,-0.05039360000000004,0.00015640995810325628,5.528483919966667e-06,0.00015390000000000027,4.14752841967263e-06
-0.62992,-0.02519680000000002,0.00014500569804835455,5.466543973776699e-06,0.00013790000000000061,3.7772818081072415e-06
-0.62992,0.0,0.00016061252258412295,6.019242004578651e-06,0.00014820000000000038,4.083311576825061e-06
-0.62992,0.02519680000000002,0.00015686037638596099,5.990197811193113e-06,0.00014650000000000055,4.084658423226422e-06
-0.62992,0.05039360000000004,0.00015796201391439938,5.881987503674251e-06,0.0001515000000000005,4.120039408151922e-06
-0.62992,0.07559040000000006,0.00016226226057409064,6.271795388923072e-06,0.00015000000000000037,4.056655821789257e-06
-0.62992,0.10078719999999997,0.00015850011746046874,6.260907524681829e-06,0.0001446000000000005,3.955563990948263e-06
-0.62992,0.12598399999999998,0.0001499750007593404,5.479335330897031e-06,0.00014270000000000065,3.7283522648229787e-06
-0.62992,0.1511808,0.0001607188394863814,5.9996512742671495e-06,0.00014930000000000032,3.861919784825239e-06
-0.62992,0.17637760000000002,0.00016259394595044934,6.358180495947309e-06,0.0001479000000000002,4.1488314984827975e-06
-0.62992,0.20157440000000004,0.00016063271968723953,6.303421914494808e-06,0.0001478000000000003,3.961167864513067e-06
-0.62992,0.22677120000000006,0.00016200404537731366,6.034550452356116e-06,0.00014940000000000038,4.041778813341496e-06
-0.62992,0.2519680000000001,0.0001504016517815133,5.549131146901763e-06,0.00014710000000000035,3.873834869557137e-06
-0.62992,0.2771648,0.00015975434111173759,5.864109082351296e-06,0.00014710000000000057,4.072858723081156e-06
-0.62992,0.3023616,0.000149798748809288,5.678965153636934e-06,0.0001451000000000006,3.941005141016896e-06
-0.62992,0.3275584,0.00014762130807564829,5.737643603354589e-06,0.00014440000000000053,3.995573125923828e-06
-0.62992,0.35275520000000005,0.00014785757864381612,5.559910498202626e-06,0.00014290000000000046,3.970561088228646e-06
-0.62992,0.37795200000000007,0.0001484263768692816,5.737526296650697e-06,0.0001400000000000006,3.7754806653265064e-06
-0.62992,0.4031488000000001,0.00016230764649149794,6.4289438741288745e-06,0.00015140000000000043,4.11277946831034e-06
-0.62992,0.4283456000000001,0.00016669831276228507,6.330905874956325e-06,0.00015180000000000033,4.029018862327795e-06
-0.62992,0.4535424000000001,0.00015279071836447712,5.80676300905602e-06,0.00015030000000000054,4.130008107373041e-06
-0.62992,0.47873920000000014,0.00014768100680341413,5.60394800427514e-06,0.0001454000000000006,4.0688321906163046e-06
-0.62992,0.5039359999999999,0.00015873751603890453,5.986781745727317e-06,0.00014540000000000047,3.9464432612688755e-06
-0.62992,0.5291328,0.00015370641879075924,5.801058930447291e-06,0.00014960000000000033,4.004481973473726e-06
-0.62992,0.5543296,0.00015618230622701918,5.676382369217763e-06,0.0001508000000000004,3.999419377279094e-06
-0.62992,0.5795264,0.00015715869282618237,5.7483535660594806e-06,0.0001508000000000004,4.019392431141267e-06
-0.62992,0.6047232,0.00015756727453629282,5.620172082628567e-06,0.00014890000000000042,3.999348044967443e-06
-0.62992,0.62992,0.00015650363231259904,5.825537506474834e-06,0.00014880000000000036,4.182828714644699e-06
-0.6047232,-0.62992,0.00015431904339259435,5.959196264390564e-06,0.00014770000000000042,4.124526848224154e-06
-0.6047232,-0.6047232,0.00015279669125061048,5.678337456771779e-06,0.0001468000000000003,4.018196847580525e-06
-0.6047232,-0.5795264,0.00015368565059867414,5.817307108763326e-06,0.00014590000000000062,3.815461669018288e-06
-0.6047232,-0.5543296,0.00016269470476085968,5.852982528942411e-06,0.0001543,4.159183670963457e-06
-0.6047232,-0.5291328000000001,0.00015020007618615197,5.30737789398188e-06,0.00014700000000000056,3.904644189455207e-06
-0.6047232,-0.503936,0.0001578676896604573,6.067185641253286e-06,0.00014760000000000071,3.848252726764327e-06
-0.6047232,-0.47873920000000003,0.0001536175519630761,5.59345092191242e-06,0.00014730000000000057,3.876562618833567e-06
-0.6047232,-0.4535424,0.00016354695769714753,6.0876609193348876e-06,0.00015120000000000053,3.991803413808679e-06
-0.6047232,-0.4283456,0.00016075382604044148,6.076215679085698e-06,0.00015190000000000003,3.9410559399635785e-06
-0.6047232,-0.40314880000000003,0.00016243611575365738,6.024573093331101e-06,0.00015360000000000037,4.089469863413094e-06
-0.6047232,-0.377952,0.00015714580756264206,5.933328285713356e-06,0.00014580000000000054,3.979723382120714e-06
-0.6047232,-0.3527552,0.00015652211854815396,5.814686206746112e-06,0.00014640000000000044,3.995372698885943e-06
-0.6047232,-0.3275584,0.00014634531763210926,5.25608103560409e-06,0.00014400000000000057,3.852121342694037e-06
-0.6047232,-0.3023616,0.0001612383841044797,5.970379510726821e-06,0.00015280000000000027,4.184455719645007e-06
-0.6047232,-0.2771648,0.00016354895887393865,5.898720318285486e-06,0.00015080000000000039,3.946509208773636e-06
-0.6047232,-0.251968,0.0001599871800632376,6.146005029776125e-06,0.00014860000000000063,4.04405667546765e-06
-0.6047232,-0.2267712,0.00016908959273159767,6.39082313311942e-06,0.0001530000000000003,4.008374616607987e-06
-0.6047232,-0.2015744,0.00015556014443224723,5.670237873984642e-06,0.0001489000000000003,3.964152432047066e-06
-0.6047232,-0.17637760000000002,0.0001587647530320645,5.97171548212389e-06,0.00014640000000000025,4.128448144773561e-06
-0.6047232,-0.1511808,0.0001540030296901269,5.924978758460234e-06,0.0001471000000000006,4.1289997140516565e-06
-0.6047232,-0.12598399999999998,0.00016119682400619583,6.071852998757582e-06,0.00014750000000000041,3.933092831248624e-06
-0.6047232,-0.10078719999999997,0.00015795905724190034,5.917725389706417e-06,0.00014900000000000053,3.9261195109693905e-06
-0.6047232,-0.07559039999999995,0.00014942587896042022,5.471719191735712e-06,0.00014250000000000048,3.7198908031806145e-06
-0.6047232,-0.05039360000000004,0.0001555471516818198,5.829598987211545e-06,0.00014710000000000027,3.881579144711191e-06
-0.6047232,-0.02519680000000002,0.00016113413111666812,5.800362564334295e-06,0.00015540000000000047,4.136175521897979e-06
-0.6047232,0.0,0.00014843892502233307,5.373497365762853e-06,0.00014240000000000056,3.86227357357778e-06
-0.6047232,0.02519680000000002,0.00014746175811527614,5.647539409692326e-06,0.00014010000000000056,3.833625788556672e-06
-0.6047232,0.05039360000000004,0.0001495900855302659,5.348538254381654e-06,0.0001508000000000002,4.103193414426912e-06
-0.6047232,0.07559040000000006,0.00016556221139719517,6.26775042993204e-06,0.0001516000000000002,4.026618141027759e-06
-0.6047232,0.10078719999999997,0.00015512739961318054,5.882519198569889e-06,0.00014540000000000042,3.7540555314130695e-06
-0.6047232,0.12598399999999998,0.00015465571982518252,5.885887526601069e-06,0.00014260000000000076,3.980085562030176e-06
-0.6047232,0.1511808,0.00014818175138225,5.530814085459471e-06,0.00014410000000000055,3.834043543035212e-06
-0.6047232,0.17637760000000002,0.0001525038152272062,5.576797079939334e-06,0.00014490000000000043,3.881888594364759e-06
-0.6047232,0.20157440000000004,0.00015271273770604607,5.792035817238482e-06,0.00014850000000000044,4.021681728322626e-06
-0.6047232,0.22677120000000006,0.00016260866344799344,6.093971805548631e-06,0.0001479000000000005,3.953633926050984e-06
-0.6047232,0.2519680000000001,0.00016144186715309322,6.372227667863583e-06,0.00015080000000000036,3.991903718189532e-06
-0.6047232,0.2771648,0.00016018760553999204,5.908798338002407e-06,0.00015360000000000026,4.0845714247303714e-06
-0.6047232,0.3023616,0.00015517829418047242,5.960124719562032e-06,0.00014880000000000047,4.223315805903764e-06
-0.6047232,0.3275584,0.00015851264426135567,5.979134527987827e-06,0.00015210000000000047,3.963748390261597e-06
-0.6047232,0.35275520000000005,0.0001695669831147315,6.198518122958434e-06,0.0001537000000000004,3.95499076509062e-06
-0.6047232,0.37795200000000007,0.0001581382769190186,5.83192459628523e-06,0.0001509000000000007,4.14202201181336e-06
-0.6047232,0.4031488000000001,0.00016262401521417627,6.3029060267041434e-06,0.00015020000000000043,4.088603267214466e-06
-0.6047232,0.4283456000000001,0.00017068006836008808,6.130073563750909e-06,0.00016160000000000024,4.084375364988177e-06
-0.6047232,0.4535424000000001,0.00016577385994069144,6.133023762222615e-06,0.00015420000000000014,3.999794789530911e-06
-0.6047232,0.47873920000000014,0.0001621837024069384,5.946013284798933e-06,0.00015350000000000037,3.995461639624871e-06
-0.6047232,0.5039359999999999,0.00014725458402201733,5.5009228743000384e-06,0.00014150000000000062,3.8578015284139105e-06
-0.6047232,0.5291328,0.00015485964509785185,5.7604080743443776e-06,0.00014570000000000042,3.862178973898875e-06
-0.6047232,0.5543296,0.0001506524249869534,5.350260677137233e-06,0.00014630000000000011,3.937234030612366e-06
-0.6047232,0.5795264,0.00015139642030088604,5.374768696920894e-06,0.00014960000000000036,4.06649435956532e-06
-0.6047232,0.6047232,0.00014532953018391175,5.572657896276205e-06,0.0001397000000000007,3.806362883173181e-06
-0.6047232,0.62992,0.0001568628818595863,5.953685767354453e-06,0.00014830000000000051,3.986602940224058e-06
-0.5795264,-0.62992,0.0001481158755754704,5.424578052744659e-06,0.00014740000000000057,3.8688768665089695e-06
-0.5795264,-0.6047232,0.00015184767361742498,6.201867273917296e-06,0.00014020000000000043,4.039836665049771e-06
-0.5795264,-0.5795264,0.00016004382919534134,5.970314375583874e-06,0.00014620000000000044,3.823634420310123e-06
-0.5795264,-0.5543296,0.0001715531589510507,6.181057311396299e-06,0.00015880000000000047,4.176122603564238e-06
-0.5795264,-0.5291328000000001,0.00015050945464430482,5.472507760733059e-06,0.00014740000000000038,3.8403109233482815e-06
-0.5795264,-0.503936,0.0001477479239487587,5.537343225196463e-06,0.0001433000000000005,3.973776654632347e-06
-0.5795264,-0.47873920000000003,0.0001542008578014627,5.618088272423125e-06,0.00015270000000000016,4.097499176265892e-06
-0.5795264,-0.4535424,0.00016476077267160654,6.151024171883382e-06,0.00015260000000000038,4.011150624113919e-06
-0.5795264,-0.4283456,0.00015386859079775424,5.774577406594447e-06,0.0001431000000000006,3.7824194236885885e-06
-0.5795264,-0.40314880000000003,0.00015532766345311203,6.0489877815604856e-06,0.00014450000000000064,3.8241828374666474e-06
-0.5795264,-0.377952,0.00014534184043296525,5.796413938744594e-06,0.0001391000000000009,3.875074993623498e-06
-0.5795264,-0.3527552,0.00014292095764231809,5.412865881774772e-06,0.00014610000000000057,3.954798405788917e-06
-0.5795264,-0.3275584,0.00016860759401175827,6.245039125357686e-06,0.00015180000000000036,3.8873991140442535e-06
-0.5795264,-0.3023616,0.0001562476963176826,5.647633074692051e-06,0.00014720000000000065,3.7797415846121703e-06
-0.5795264,-0.2771648,0.00016397506091412575,5.763178755487932e-06,0.0001565000000000002,4.137011586261884e-06
-0.5795264,-0.251968,0.00016140278254034375,5.852823096973739e-06,0.0001527000000000006,4.0631538512858845e-06
-0.5795264,-0.2267712,0.00015576357010023802,5.674500061614888e-06,0.0001457000000000003,3.8335631214584654e-06
-0.5795264,-0.2015744,0.0001600415722825777,6.340152273485071e-06,0.00014770000000000042,4.0386905081995515e-06
-0.5795264,-0.17637760000000002,0.00015676716669870138,5.892351932549265e-06,0.0001509000000000004,3.9843525277095195e-06
-0.5795264,-0.1511808,0.00017412656830015355,6.682573180862162e-06,0.0001547000000000003,4.127341147148498e-06
-0.5795264,-0.12598399999999998,0.00016407340094176285,6.026453028243756e-06,0.00014830000000000035,3.956357259242763e-06
-0.5795264,-0.10078719999999997,0.00015635682106851937,5.775472716080802e-06,0.00014560000000000034,4.051796768972646e-06
-0.5795264,-0.07559039999999995,0.0001641352002437181,5.956054876877684e-06,0.00015270000000000027,4.03348223982444e-06
-0.5795264,-0.05039360000000004,0.00015362666483433333,5.765258971461232e-06,0.00014790000000000023,3.930781225283501e-06
-0.5795264,-0.02519680000000002,0.0001689880852039218,6.533480838600805e-06,0.00014730000000000044,4.043396970254001e-06
-0.5795264,0.0,0.00017239411635330292,6.698711501008287e-06,0.0001496000000000006,4.019452200984107e-06
-0.5795264,0.02519680000000002,0.00015593899212016792,6.000316645517524e-06,0.00014530000000000028,4.056397954388166e-06
-0.5795264,0.05039360000000004,0.00014783940101909584,5.7154963280059224e-06,0.00013710000000000065,3.925429785259071e-06
-0.5795264,0.07559040000000006,0.00017017073888003805,6.237876921384342e-06,0.0001546000000000002,4.019327679475168e-06
-0.5795264,0.10078719999999997,0.0001568117140262131,5.833921785674909e-06,0.00014850000000000055,3.941228651484636e-06
-0.5795264,0.12598399999999998,0.00015577250219695176,5.760941330100498e-06,0.00014710000000000038,4.048206760774222e-06
-0.5795264,0.1511808,0.0001511927023423469,5.755313455612628e-06,0.00014640000000000055,3.893867255339128e-06
-0.5795264,0.17637760000000002,0.00015178420571949604,6.027263953532052e-06,0.00014490000000000022,3.848220211838062e-06
-0.5795264,0.20157440000000004,0.00015916580759833685,6.30003335492146e-06,0.0001468000000000004,4.0206872454750894e-06
-0.5795264,0.22677120000000006,0.00015371359392066713,5.550877965412741e-06,0.00014970000000000063,3.92878420702199e-06
-0.5795264,0.2519680000000001,0.00016788244310837107,6.163626440472541e-06,0.0001501000000000005,3.954190893928321e-06
-0.5795264,0.2771648,0.00015269847138111537,5.86124593283044e-06,0.0001409000000000005,3.7644868656114932e-06
-0.5795264,0.3023616,0.00015380227996333342,5.782380676904831e-06,0.00014690000000000037,4.0058003490484386e-06
-0.5795264,0.3275584,0.0001691094468984505,6.284558992933488e-06,0.00015130000000000034,4.085952154027889e-06
-0.5795264,0.35275520000000005,0.00015924321402584766,6.058708790838149e-06,0.00014830000000000035,4.011633483159122e-06
-0.5795264,0.37795200000000007,0.0001617175821616678,5.806179940362892e-06,0.00015490000000000038,3.983950534565157e-06
-0.5795264,0.4031488000000001,0.00015159413257983493,5.55321923030525e-06,0.00014790000000000023,3.9358710701801895e-06
-0.5795264,0.4283456000000001,0.0001612654411754719,6.110884280940101e-06,0.00014880000000000053,4.036688600183932e-06
-0.5795264,0.4535424000000001,0.00014818972762382189,5.646214908182751e-06,0.0001461000000000004,3.962384445064694e-06
-0.5795264,0.47873920000000014,0.00015340652437042902,5.614939585476431e-06,0.0001477000000000003,3.8768208289447565e-06
-0.5795264,0.5039359999999999,0.000169874083986056,6.376633407453051e-06,0.0001540000000000002,4.086649079710769e-06
-0.5795264,0.5291328,0.00014989427403878035,5.374475227752564e-06,0.00015190000000000011,4.312190276992108e-06
-0.5795264,0.5543296,0.00015458141307426456,5.639507111302841e-06,0.00014340000000000083,3.6864657912464085e-06
-0.5795264,0.5795264,0.00016667803259230835,6.53289019480506e-06,0.0001553000000000002,4.038343499285117e-06
-0.5795264,0.6047232,0.00015339830041655552,5.953972410430842e-06,0.00014480000000000054,3.970985863577059e-06
-0.5795264,0.62992,0.00015499327664892385,5.696055025241414e-06,0.00015670000000000012,4.187199857021735e-06
-0.5543296,-0.62992,0.0001594455847314173,5.988384323204298e-06,0.00015190000000000028,4.211190345273453e-06
-0.5543296,-0.6047232,0.00014352519342528968,5.411495985771398e-06,0.00014030000000000078,3.770958781282311e-06
-0.5543296,-0.5795264,0.0001580057303021611,6.007992954805526e-06,0.00014900000000000026,3.974266573192467e-06
-0.5543296,-0.5543296,0.00015837562215058963,6.091455601755291e-06,0.00014820000000000062,4.03398475865156e-06
-0.5543296,-0.5291328000000001,0.0001544959390506554,5.329640031365781e-06,0.0001482000000000004,3.819862739857479e-06
-0.5543296,-0.503936,0.0001693301959077617,6.417896750301778e-06,0.0001548000000000004,4.073518571647077e-06
-0.5543296,-0.47873920000000003,0.0001536319465657668,5.744879088523576e-06,0.00014530000000000063,3.9640413246614405e-06
-0.5543296,-0.4535424,0.0001625528853672306,5.933025650874596e-06,0.0001521000000000001,4.0089477000407335e-06
-0.5543296,-0.4283456,0.00015777189961206146,5.810713557153624e-06,0.00015050000000000013,3.989444280305958e-06
-0.5543296,-0.40314880000000003,0.00016288720170432863,5.858932751523716e-06,0.00015220000000000042,4.026334731659987e-06
-0.5543296,-0.377952,0.0001629488571824246,6.2815808715582065e-06,0.0001488000000000003,4.127419968405894e-06
-0.5543296,-0.3527552,0.00016016204600400222,6.203456068884763e-06,0.0001471000000000004,4.015932982224411e-06
-0.5543296,-0.3275584,0.00015241877340813818,5.404559116764596e-06,0.0001468000000000005,3.957957228852471e-06
-0.5543296,-0.3023616,0.00015698927716610242,5.9750677991124076e-06,0.00015060000000000035,3.859343795845954e-06
-0.5543296,-0.2771648,0.00015775440624853128,5.714867129322035e-06,0.00015120000000000045,3.95400988797377e-06
-0.5543296,-0.251968,0.00014431697867232237,5.579763358933077e-06,0.0001421000000000006,3.984151536207361e-06
-0.5543296,-0.2267712,0.0001522150462353578,5.7854797433528526e-06,0.00014720000000000046,3.884230586261239e-06
-0.5543296,-0.2015744,0.00016548972763499712,6.390368985582379e-06,0.00015300000000000047,4.1675374465466336e-06
-0.5543296,-0.17637760000000002,0.00015800953629244657,6.1073583665149555e-06,0.00014600000000000054,3.898615036035146e-06
-0.5543296,-0.1511808,0.00016459288140397053,6.544359278056718e-06,0.00015040000000000062,4.103251963586527e-06
-0.5543296,-0.12598399999999998,0.00015196586835241203,5.757584401828635e-06,0.00014260000000000048,3.8314383617539804e-06
-0.5543296,-0.10078719999999997,0.00016161097990774568,6.0787776376488275e-06,0.0001496000000000001,4.071414547355339e-06
-0.5543296,-0.07559039999999995,0.0001629278712295309,5.784629124567522e-06,0.0001530000000000002,4.030787422731131e-06
-0.5543296,-0.05039360000000004,0.00014947398535501762,5.614052152219998e-06,0.00014330000000000053,3.874289627805361e-06
-0.5543296,-0.02519680000000002,0.00015761347876406214,6.01752535547798e-06,0.0001431000000000007,3.922725809660652e-06
-0.5543296,0.0,0.00016065388124083925,6.255106517706643e-06,0.0001522000000000006,4.092909956487192e-06
-0.5543296,0.02519680000000002,0.00015198424738944202,5.576958005812074e-06,0.0001462000000000005,3.821015592765919e-06
-0.5543296,0.05039360000000004,0.00016031161560541626,6.021843603891398e-06,0.00014920000000000054,3.946509208773625e-06
