inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
10839.573031023443,11874.861092220475,1.1488556222401678,0.0001213313097604038,1.1487004493345903,9.102470059838932e-05,0.012057599999999986,1.3299809206359246e-05
