inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
1906.0546041734613,1855.1880843068566,1.1493089526149043,0.001200591710827421,1.1495399905492216,3.1543296459728436e-05,0.02480285667778323,0.0002569173321499437
