inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
24218.7223856784,27343.235654679316,1.1485973526171303,0.00011905385911827492,1.1487890440560224,7.850079905334109e-06,0.012029030000000012,1.3309767428799807e-05
