inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
523396.90410940576,447933.12480284506,1.1490178878994428,0.0011585939564776595,1.1481525531262993,0.0008829920986413518,0.011902999999999955,0.00013603711661564508
