inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
3597.8292568027537,3551.4223089107486,1.1493978467948696,0.00037026782581113266,1.1492085623827988,0.0002802412351938001,0.025201110780768306,7.57234949533629e-05
