inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
943936.9223893041,864108.6068023085,1.1485973526171314,0.00011905385910800673,1.1487890440560014,7.850079905026956e-06,0.012029030000000012,1.3309767428799807e-05
