inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
190367.1263574491,170933.34295665263,1.1493978467948704,0.00037026782580813127,1.149208562382809,0.00028024123519450117,0.025201110780768306,7.57234949533629e-05
