inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
21729.22328924077,21182.512574165015,1.2219479229480137,0.0004079945627524564,1.2223999537643486,2.012693906004568e-05,0.1748452999999999,0.00013128966023611866
