inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
2428.6505887314147,2428.368133892705,1.221603995803237,0.0003975489427453265,1.2217170855285406,0.0003213215963385895,0.48423637571748407,0.00027439295052232446
