inactive_rate,active_rate,k_coll_mean,k_coll_std_dev,k_combined_mean,k_combined_std_dev,leakage_mean,leakage_std_dev
7081.863698377759,6953.443761903967,1.2217632817121904,0.0003928278847245269,1.2220857741069824,1.7035236027146685e-05,0.48392362642835035,0.00027181198608613
