lower_edges,upper_edges,mean,sigma
1e-06,1.358345661446175e-06,0.0,0.0
1.358345661446175e-06,1.8451029359696463e-06,0.0,0.0
1.8451029359696463e-06,2.506287567995974e-06,0.0,0.0
2.506287567995974e-06,3.4044048443238158e-06,0.0,0.0
3.4044048443238158e-06,4.624358550093595e-06,0.0,0.0
4.624358550093595e-06,6.281477373491172e-06,0.0,0.0
6.281477373491172e-06,8.532417537754048e-06,0.0,0.0
8.532417537754048e-06,1.1589972344055465e-05,0.0,0.0
1.1589972344055465e-05,1.5743188649828894e-05,0.0,0.0
1.5743188649828894e-05,2.1384691999823743e-05,1.7982754754932184e-08,1.2709625089071926e-08
2.1384691999823743e-05,2.9047803599323368e-05,2.156132532518343e-08,1.5242022252974217e-08
2.9047803599323368e-05,3.945695799368148e-05,1.1474507609280136e-05,8.395667786224731e-06
3.945695799368148e-05,5.359618770458121e-05,2.3123133669671386e-05,1.3717725762542904e-05
5.359618770458121e-05,7.280214903857285e-05,2.1481594232932544e-05,1.2917388106488514e-05
7.280214903857285e-05,9.889048329050325e-05,5.805456869669847e-08,3.352061964396787e-08
9.889048329050325e-05,0.00013432745893597053,0.00011348344753306942,4.1479898770230156e-05
0.00013432745893597053,0.0001824631210587648,1.968101807624308e-05,1.7874621610014247e-05
0.0001824631210587648,0.0002478479888641016,0.00012531897715382167,4.299442204601689e-05
0.0002478479888641016,0.0003366632403717126,0.00032289730936809044,8.140302567622657e-05
0.0003366632403717126,0.00045730505192732656,0.0006155699141186533,0.00012068109245793876
0.00045730505192732656,0.0006211783332429017,0.0010063047854575121,0.0001616662083256764
0.0006211783332429017,0.0008437748939448626,0.0013790363754501156,0.0002034172392967654
0.0008437748939448626,0.0011461379664272117,0.002439465555069954,0.0002853518954259824
0.0011461379664272117,0.0015568515341151446,0.005127176106086625,0.0004474254038603417
0.0015568515341151446,0.0021147425268811283,0.008683794730870198,0.0005403579644251486
0.0021147425268811283,0.0028725513364647043,0.016096124474952185,0.0006319031553364192
0.0028725513364647043,0.0039019176451682465,0.031021848950001776,0.0009799116388077085
0.0039019176451682465,0.005300152904634563,0.05614481439607478,0.0014202820893064756
0.005300152904634563,0.007199439703011701,0.10546512815813817,0.001977013570689303
0.007199439703011701,0.009779327685429292,0.19689868865444185,0.002933377963260914
0.009779327685429292,0.013283707333363355,0.3608036564236203,0.0039433025776680385
0.013283707333363355,0.01804386622419485,0.6693826713064287,0.005787641548439747
0.01804386622419485,0.02450980740135025,1.2230807101648222,0.00836046767674528
0.02450980740135025,0.033292790546505455,2.0928427197605526,0.011116218558143777
0.033292790546505455,0.045223117596282,3.3868472640264895,0.01498933299605884
0.045223117596282,0.06142862558397983,4.992621670444936,0.018517992713277764
0.06142862558397983,0.0834413070506005,6.458624814418891,0.02029526349640759
0.0834413070506005,0.11334213741758155,7.2749628182758315,0.02082410659291161
0.11334213741758155,0.15395780062020806,6.963164693275638,0.01970848539940762
0.15395780062020806,0.20912791051825483,5.956993671788301,0.015785518991624996
0.20912791051825483,0.28406798993977533,4.9946892288924944,0.012981200008389683
0.28406798993977533,0.38586252169042945,4.514597654323284,0.011820808055728294
0.38586252169042945,0.5241346822528765,4.278977091969928,0.011186603579903058
0.5241346822528765,0.7119560716516642,4.068628599154015,0.010305555182288565
0.7119560716516642,0.9670824410683001,3.9287765868373463,0.010012902623682747
0.9670824410683001,1.3136322380859042,3.836810841823408,0.00936226909599447
1.3136322380859042,1.7843666513398166,3.9431614689496293,0.01002098987888565
1.7843666513398166,2.4237866992766794,3.8098467625036223,0.00955575199961452
2.4237866992766794,3.292340147233422,3.6771809916486893,0.009268475345552817
3.292340147233422,4.47213595499958,3.676948144552231,0.009066551877930429
4.47213595499958,6.074706471871138,3.7177490627572993,0.009301090514124819
6.074706471871138,8.25155118062516,3.886581729916356,0.009240928957703808
8.25155118062516,11.208458746403247,4.238985259025232,0.010023057584689323
11.208458746403247,15.224961309675315,4.286592263435992,0.00966354040717511
15.224961309675315,20.680760140683336,4.404786749830865,0.010211202346023306
20.680760140683336,28.091620812506196,4.550517093262317,0.009728758649471977
28.091620812506196,38.15813125365886,4.70817678989677,0.00983086572356011
38.15813125365886,51.83193203730121,4.94905820675139,0.01012448596295366
51.83193203730121,70.40568000724123,5.0418366420223455,0.010417481435228906
70.40568000724123,95.63524997900382,5.16623555523127,0.01010688998930607
95.63524997900382,129.90572689030049,5.241317137604469,0.010726758353559221
129.90572689030049,176.45688051845138,5.3470242854844825,0.010671374480414936
176.45688051845138,239.6894380845645,5.403610536303504,0.010634745680049244
239.6894380845645,325.58110831663976,5.499459993231204,0.010801058277531332
325.58110831663976,442.2516859307447,5.554351466335532,0.01090269954142348
442.2516859307447,600.7306588512835,5.599186489876112,0.010747685599336676
600.7306588512835,815.999884148343,5.657249663272989,0.010825241956960116
815.999884148343,1108.409902373483,5.702255526653442,0.010750817053086389
1108.409902373483,1505.6037819930052,5.751150561984489,0.010935022551605746
1505.6037819930052,2045.130365127151,5.7814231966706355,0.011125332315079641
2045.130365127151,2777.9939585622974,5.830786121337776,0.010661596321860653
2777.9939585622974,3773.4760411367815,5.8667819913408845,0.011128639080146819
3773.4760411367815,5125.684809049235,5.904975164678479,0.010781087348318504
5125.684809049235,6962.451722312593,5.942266407099629,0.010843473261131333
6962.451722312593,9457.416090031758,5.989456237172203,0.011227056506979407
9457.416090031758,12846.44011438594,6.023700274362239,0.011089749621865035
12846.44011438594,17449.906194404244,6.047812512921377,0.010610682276414585
17449.906194404244,23703.004371811738,6.085389481158249,0.011025377824021586
23703.004371811738,32196.87315169019,6.184787432039175,0.011102384842985712
32196.87315169019,43734.4829577312,6.2378080630505925,0.011150073346971281
43734.4829577312,59406.54518122585,6.303054327367496,0.010962423170275168
59406.54518122585,80694.6229084243,6.38560030780577,0.011356929748009266
80694.6229084243,109611.19092969326,6.509521189080964,0.011074693879352563
109611.19092969326,148889.88564529715,6.6201560555646415,0.011548516444367928
148889.88564529715,202243.93019950733,6.713262340016982,0.011834007730503755
202243.93019950733,274717.1651403238,6.869996206262555,0.010937328892407729
274717.1651403238,373160.8693931512,6.964420385645048,0.010818926182772677
373160.8693931512,506881.44796166965,6.778882639158996,0.009405087125785657
506881.44796166965,688520.215706289,6.378936262289456,0.007707127118430504
688520.215706289,935248.4478226223,6.00332781487523,0.006448509955741693
935248.4478226223,1270390.671474128,5.979185144003285,0.00676886518583419
1270390.671474128,1725629.656938582,6.4323269197584105,0.007439313264758711
1725629.656938582,2344001.557765374,5.966038478222692,0.008671242295168467
2344001.557765374,3183964.346413671,4.062426073992743,0.00799698983984197
3183964.346413671,4324924.156150316,2.1431050489359644,0.006320643846583169
4324924.156150316,5874741.963590541,1.505150582467464,0.006555854770529993
5874741.963590541,7979930.258358994,0.5408000703489455,0.004247102550383922
7979930.258358994,10839503.645084992,0.10696337392612783,0.00193261862936705
10839503.645084992,14723792.748531198,0.012069627526943814,0.000599272064621684
14723792.748531198,20000000.000000004,0.0006723361897074055,0.00013061416115841109
