lower_edges,upper_edges,mean,sigma
1e-06,1.358345661446175e-06,0.0,0.0
1.358345661446175e-06,1.8451029359696463e-06,0.0,0.0
1.8451029359696463e-06,2.506287567995974e-06,0.0,0.0
2.506287567995974e-06,3.4044048443238158e-06,0.0,0.0
3.4044048443238158e-06,4.624358550093595e-06,0.0,0.0
4.624358550093595e-06,6.281477373491172e-06,1.94819409393759e-07,1.94819409393759e-07
6.281477373491172e-06,8.532417537754048e-06,4.2808139483088017e-07,4.280813948308801e-07
8.532417537754048e-06,1.1589972344055465e-05,4.535272338009633e-07,3.196285439358502e-07
1.1589972344055465e-05,1.5743188649828894e-05,7.937472192308524e-07,5.88870343474924e-07
1.5743188649828894e-05,2.1384691999823743e-05,2.4757970143879572e-06,1.0114666783271227e-06
2.1384691999823743e-05,2.9047803599323368e-05,4.3855488280233335e-06,1.5103324642085175e-06
2.9047803599323368e-05,3.945695799368148e-05,9.087064344930052e-06,2.5618069444241797e-06
3.945695799368148e-05,5.359618770458121e-05,9.75099747670055e-06,2.6630718136731075e-06
5.359618770458121e-05,7.280214903857285e-05,1.3362005963798664e-05,3.4307070351493178e-06
7.280214903857285e-05,9.889048329050325e-05,2.8492549992051892e-05,5.385525117778657e-06
9.889048329050325e-05,0.00013432745893597053,5.7745962990447696e-05,8.415303311231095e-06
0.00013432745893597053,0.0001824631210587648,8.25988833223851e-05,1.0810555090570148e-05
0.0001824631210587648,0.0002478479888641016,0.00015390693535312434,1.586982930036829e-05
0.0002478479888641016,0.0003366632403717126,0.0003040290367045858,2.339312539804635e-05
0.0003366632403717126,0.00045730505192732656,0.00045649894433254565,3.2908189983934676e-05
0.00045730505192732656,0.0006211783332429017,0.0009573939422318107,5.1353001476018026e-05
0.0006211783332429017,0.0008437748939448626,0.0015467556976492746,6.811966328495074e-05
0.0008437748939448626,0.0011461379664272117,0.0027354609992458587,9.685333395649956e-05
0.0011461379664272117,0.0015568515341151446,0.004925654238934793,0.0001386757745812064
0.0015568515341151446,0.0021147425268811283,0.009553952173059571,0.0001805976148361421
0.0021147425268811283,0.0028725513364647043,0.016732275499506403,0.00022138486987376184
0.0028725513364647043,0.0039019176451682465,0.03065956132728979,0.0003116879362668589
0.0039019176451682465,0.005300152904634563,0.05603930618785807,0.00045190579941258117
0.005300152904634563,0.007199439703011701,0.10488357074171319,0.0006027926289539444
0.007199439703011701,0.009779327685429292,0.19660584431955136,0.0009185690905532681
0.009779327685429292,0.013283707333363355,0.3673316393995981,0.0013263334275936131
0.013283707333363355,0.01804386622419485,0.6749187146433825,0.0019254531779392078
0.01804386622419485,0.02450980740135025,1.214165539480033,0.0025948888321941917
0.02450980740135025,0.033292790546505455,2.0972925350065634,0.0035375131400987255
0.033292790546505455,0.045223117596282,3.384150857912857,0.004669548514692691
0.045223117596282,0.06142862558397983,5.011378798265498,0.005866511864475477
0.06142862558397983,0.0834413070506005,6.499632380214924,0.006435411235443937
0.0834413070506005,0.11334213741758155,7.279288729034102,0.0067579072563451895
0.11334213741758155,0.15395780062020806,7.005961087996415,0.005986514473107503
0.15395780062020806,0.20912791051825483,5.998564421282986,0.005167914958267043
0.20912791051825483,0.28406798993977533,4.994578288302534,0.004218947316400366
0.28406798993977533,0.38586252169042945,4.505600557672922,0.003757319455793848
0.38586252169042945,0.5241346822528765,4.275436674386422,0.003562763102512573
0.5241346822528765,0.7119560716516642,4.085958682769739,0.003363062348725067
0.7119560716516642,0.9670824410683001,3.9458229658817094,0.003188036851837271
0.9670824410683001,1.3136322380859042,3.852559048938748,0.0029344970059085843
1.3136322380859042,1.7843666513398166,3.9428346756865933,0.003129605797699616
1.7843666513398166,2.4237866992766794,3.7972222227320827,0.0030157217546346103
2.4237866992766794,3.292340147233422,3.66842180695034,0.0029064397841553633
3.292340147233422,4.47213595499958,3.688671352976186,0.002933703607439869
4.47213595499958,6.074706471871138,3.7242175612456205,0.0029230819535223493
6.074706471871138,8.25155118062516,3.8800290587301878,0.0029611431621326145
8.25155118062516,11.208458746403247,4.244618685284126,0.0031347760763064682
11.208458746403247,15.224961309675315,4.291436041423262,0.0029957422132076026
15.224961309675315,20.680760140683336,4.4020480986189785,0.003203823416330341
20.680760140683336,28.091620812506196,4.553205846597911,0.0032149057285301543
28.091620812506196,38.15813125365886,4.713992404831634,0.003156900034603442
38.15813125365886,51.83193203730121,4.959149495884734,0.003240111781989316
51.83193203730121,70.40568000724123,5.031085690373842,0.0032261767548377503
70.40568000724123,95.63524997900382,5.163564664700031,0.0033021162780432437
95.63524997900382,129.90572689030049,5.2444363308077495,0.0032773734603686747
129.90572689030049,176.45688051845138,5.347703238983999,0.0032801528992111423
176.45688051845138,239.6894380845645,5.401132227579615,0.0033426579815521063
239.6894380845645,325.58110831663976,5.48976309897412,0.003355837908311065
325.58110831663976,442.2516859307447,5.551761078436305,0.0033418630406715786
442.2516859307447,600.7306588512835,5.602704051486501,0.0034101508567528313
600.7306588512835,815.999884148343,5.660372058890222,0.003462514315160443
815.999884148343,1108.409902373483,5.7012109437309935,0.003386625844431369
1108.409902373483,1505.6037819930052,5.752259040369963,0.0033940379772908506
1505.6037819930052,2045.130365127151,5.792667748354202,0.0034683104431883975
2045.130365127151,2777.9939585622974,5.833020431952569,0.0035622823409413797
2777.9939585622974,3773.4760411367815,5.869518652411936,0.0034804549825785238
3773.4760411367815,5125.684809049235,5.903345900621164,0.0033115464367274093
5125.684809049235,6962.451722312593,5.9410210457069486,0.0034769342588595077
6962.451722312593,9457.416090031758,5.985041371602181,0.003595127704407002
9457.416090031758,12846.44011438594,6.018686955005208,0.0036087531484711387
12846.44011438594,17449.906194404244,6.0720412674647255,0.0035122235348555124
17449.906194404244,23703.004371811738,6.118104896113504,0.00352772678265504
23703.004371811738,32196.87315169019,6.165914346391822,0.0035843795246003353
32196.87315169019,43734.4829577312,6.234993333381076,0.0035818902674824406
43734.4829577312,59406.54518122585,6.307796684329842,0.0036185903336373197
59406.54518122585,80694.6229084243,6.398553498551716,0.0036113183789118993
80694.6229084243,109611.19092969326,6.512476530906886,0.0035285624199766215
109611.19092969326,148889.88564529715,6.631534330934859,0.0036287856846251776
148889.88564529715,202243.93019950733,6.723144155345903,0.0036275827107860024
202243.93019950733,274717.1651403238,6.870724374561752,0.003334214778898371
274717.1651403238,373160.8693931512,6.950903302293867,0.0034136675148480934
373160.8693931512,506881.44796166965,6.783817423445493,0.0030864704897005796
506881.44796166965,688520.215706289,6.377449903824513,0.0025322015846078764
688520.215706289,935248.4478226223,5.998708734410002,0.0021001518184986553
935248.4478226223,1270390.671474128,5.965093845791754,0.0020030489178771353
1270390.671474128,1725629.656938582,6.428666488746337,0.0023961945607113956
1725629.656938582,2344001.557765374,5.961316109662851,0.0026944264303881407
2344001.557765374,3183964.346413671,4.0717213483114385,0.0025542383933132747
3183964.346413671,4324924.156150316,2.160798332813783,0.0020241423914403637
4324924.156150316,5874741.963590541,1.5129189860146808,0.0020848192466720854
5874741.963590541,7979930.258358994,0.5415262074801224,0.0012935862440039796
7979930.258358994,10839503.645084992,0.10604539836098544,0.00055583157482774
10839503.645084992,14723792.748531198,0.012520416025473569,0.00020199107166319805
14723792.748531198,20000000.000000004,0.0006507863559365346,4.6956944678422546e-05
